City,Last Sold For ($),Last Sold Year,Latitude (degrees),Longitude (degrees),Lot Size (sqft),Price ($),Price Sqr Ft,State,Year Built,Zipcode,airconditioning,area (sqft),basement,bathrooms,bedrooms,furnishingstatus,guestroom,hotwaterheating,mainroad,parking,prefarea,price,stories
Jacksonville,85000.0,2015.0,30.278227,-81.730965,0.39,219900.0,$113/sqft,FL,1925.0,32210.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Tampa,145000.0,2003.0,28.021976,-82.49986,8434.0,294500.0,$147/sqft,FL,1978.0,33614.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Chesapeake,,,36.85487,-76.409325,0.27,289900.0,$145/sqft,VA,1980.0,23321.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.5232,-98.791,,242499.0,$127/sqft,TX,,78254.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Anaheim,,,33.840736,-117.93497,9840.0,759900.0,$377/sqft,CA,1972.0,92801.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Vestavia Hills,227000.0,2015.0,33.410313,-86.77689,1.8,299000.0,$155/sqft,AL,1957.0,35216.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Portland,,,45.513187,-122.67777,0.92,1050000.0,$558/sqft,OR,1985.0,97201.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Denver,174000.0,2011.0,39.79054,-105.012054,7500.0,475000.0,$255/sqft,CO,1949.0,80221.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Cincinnati,27000.0,2017.0,39.175163,-84.475655,6665.0,75000.0,$39/sqft,OH,1922.0,45237.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Anchorage,,,61.193783,-149.76453,7455.0,296000.0,$154/sqft,AK,1972.0,99504.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Detroit,35000.0,2011.0,42.423374,-83.151054,5750.0,115000.0,$61/sqft,MI,1939.0,48221.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Columbus,91000.0,2011.0,39.93588,-83.045784,0.28,135000.0,$72/sqft,OH,1926.0,43223.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.584085,-98.37309,10846.0,199900.0,$98/sqft,TX,1977.0,78247.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Oklahoma City,,,35.60929,-97.63837,5501.0,259900.0,$137/sqft,OK,2019.0,73142.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Glendale,125000.0,1997.0,33.605297,-112.18765,0.26,314900.0,$158/sqft,AZ,1983.0,85304.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Tampa,130000.0,2018.0,28.009327,-82.503944,0.26,309900.0,$162/sqft,FL,1958.0,33614.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.504307,-98.45754,0.27,530000.0,$266/sqft,TX,1950.0,78209.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Oklahoma City,250000.0,2017.0,35.300095,-97.51812,7318.0,255000.0,$125/sqft,OK,2013.0,73170.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Kingwood,,,30.060863,-95.18394,5994.0,285000.0,$148/sqft,TX,1988.0,77345.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
El Paso,,,31.774204,-106.216995,5798.0,179950.0,$96/sqft,TX,2014.0,79938.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Saint Paul,184000.0,2011.0,44.994423,-93.16207,7841.0,237500.0,$127/sqft,MN,1937.0,55113.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Stockton,300000.0,2009.0,37.91645,-121.32256,9.44,650000.0,$346/sqft,CA,1958.0,95206.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Chicago,,,41.953262,-87.68807,6598.0,544000.0,$272/sqft,IL,2005.0,60618.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Los Angeles,,,33.994957,-118.30481,6750.0,565500.0,$286/sqft,CA,1938.0,90062.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Birmingham,48000.0,2019.0,33.548477,-86.72529,6000.0,105900.0,$56/sqft,AL,1983.0,35206.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Boston,1740000.0,2014.0,42.353207,-71.07502,1988.0,2095000.0,"$1,054/sqft",MA,1890.0,2116.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Pittsburgh,280000.0,2019.0,40.456238,-80.009865,1000.0,319999.0,$160/sqft,PA,2000.0,15212.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Miami,465000.0,2015.0,25.810583,-80.18727,,575000.0,$311/sqft,FL,1973.0,33137.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Omaha,235000.0,2009.0,41.22648,-96.20476,10065.0,299999.0,$157/sqft,NE,2005.0,68130.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Brooklyn Park,,,45.11362,-93.30773,0.34,299900.0,$157/sqft,MN,1986.0,55443.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Glendale,,,33.514095,-112.19757,9682.0,190000.0,$99/sqft,AZ,1960.0,85301.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Palmetto Bay,,,25.624523,-80.32163,1.07,675000.0,$340/sqft,FL,1954.0,33157.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Albuquerque,,,35.214897,-106.726295,7057.0,263000.0,$141/sqft,NM,2012.0,87114.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jamaica,,,40.689716,-73.76129,8750.0,799999.0,$407/sqft,NY,1901.0,11412.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Denver,299000.0,2015.0,39.7093,-105.05221,0.25,399000.0,$204/sqft,CO,1955.0,80219.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.539448,-98.557365,0.74,259900.0,$128/sqft,TX,1972.0,78230.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Austin,,,30.220362,-97.724205,8682.0,499900.0,$260/sqft,TX,1988.0,78741.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Baton Rouge,,,30.439125,-91.15565,1.0,375000.0,$194/sqft,LA,1986.0,70806.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
New Orleans,,,30.013021,-90.10802,6450.0,487000.0,$244/sqft,LA,2019.0,70124.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Tampa,185000.0,2003.0,28.031597,-82.51783,6396.0,315000.0,$167/sqft,FL,1996.0,33614.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Colorado Springs,200000.0,2014.0,38.954033,-104.75632,8980.0,310000.0,$167/sqft,CO,1984.0,80920.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Nashville,262000.0,2001.0,36.127422,-86.805695,9250.0,629900.0,$331/sqft,TN,1930.0,37212.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Phoenix,,,33.64831,-111.93445,9.89,443076.0,$237/sqft,AZ,,85054.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Apple Valley,241000.0,2004.0,44.75554,-93.19042,0.48,304000.0,$160/sqft,MN,1973.0,55124.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Detroit,,,42.423756,-83.17464,6969.0,159900.0,$78/sqft,MI,1939.0,48235.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fountain Hills,293000.0,2018.0,33.591206,-111.737816,9862.0,499900.0,$246/sqft,AZ,1980.0,85268.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Towson,237000.0,2010.0,39.38672,-76.56903,2260.0,209900.0,$109/sqft,MD,1949.0,21286.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Crowley,,,32.58569,-97.329254,,240990.0,$119/sqft,TX,,76036.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Omaha,,,41.330303,-96.04063,,226400.0,$122/sqft,NE,2019.0,68122.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Eagan,189900.0,2008.0,44.81019,-93.216255,0.54,240000.0,$120/sqft,MN,1963.0,55122.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Portland,299900.0,2014.0,45.39604,-122.60679,7405.0,419000.0,$213/sqft,OR,1972.0,97267.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Pacific Palisades,,,34.044712,-118.54774,6894.0,2100000.0,"$1,084/sqft",CA,1953.0,90272.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Indianapolis,,,39.668327,-86.16558,0.25,273900.0,$148/sqft,IN,2019.0,46217.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Dallas,,,32.81793,-96.806656,9104.0,499500.0,$255/sqft,TX,2018.0,75219.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
El Paso,,,31.894924,-106.40369,7018.0,129000.0,$69/sqft,TX,1961.0,79924.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Garland,,,32.95067,-96.659294,7320.0,209900.0,$113/sqft,TX,1972.0,75044.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Charlotte,,,35.196896,-80.83991,6534.0,699900.0,$366/sqft,NC,1936.0,28203.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fresno,158000.0,2012.0,36.849247,-119.75003,6000.0,334750.0,$176/sqft,CA,1991.0,93720.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Buffalo,,,42.960106,-78.82571,4428.0,,,NY,1955.0,14223.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Hialeah,375000.0,2017.0,25.819986,-80.26464,6420.0,425000.0,$220/sqft,FL,1995.0,33010.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Orlando,168000.0,2016.0,28.513308,-81.46905,1035.0,231500.0,$125/sqft,FL,2005.0,32835.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Minneapolis,136000.0,2009.0,45.143887,-93.273094,0.37,239900.0,$122/sqft,MN,1974.0,55433.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Tampa,265000.0,2016.0,28.08914,-82.54987,0.43,337900.0,$176/sqft,FL,1987.0,33625.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Indianapolis,,,39.766098,-86.156006,1842.0,569900.0,$297/sqft,IN,1926.0,46204.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Portland,,,45.544086,-122.508354,,219900.0,$116/sqft,OR,1978.0,97230.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Windy Hills,305000.0,2014.0,38.271214,-85.644135,,438000.0,$223/sqft,KY,1979.0,40207.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
East Elmhurst,570000.0,2008.0,40.76257,-73.8854,2000.0,1048000.0,$524/sqft,NY,1930.0,11370.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Detroit,85000.0,2007.0,42.395107,-83.10848,3572.0,1000.0,$1/sqft,MI,1910.0,48238.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Omaha,101000.0,2017.0,41.28681,-95.98837,8750.0,145000.0,$76/sqft,NE,1946.0,68104.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Louisville,302500.0,2017.0,38.233635,-85.56415,0.35,332000.0,$162/sqft,KY,1980.0,40223.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.663206,-95.45429,9374.0,391000.0,$192/sqft,TX,1955.0,77035.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Lubbock,,,33.545254,-101.87079,9932.0,150000.0,$79/sqft,TX,1956.0,79413.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Baltimore,75000.0,2002.0,39.362263,-76.742,6900.0,80000.0,$40/sqft,MD,1952.0,21208.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Atlanta,,,33.70989,-84.39965,7427.0,87000.0,$44/sqft,GA,1958.0,30315.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Orlando,69000.0,2018.0,28.602333,-81.39079,6984.0,339900.0,$174/sqft,FL,2019.0,32804.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Mesa,153300.0,2002.0,33.385105,-111.87026,7880.0,305000.0,$161/sqft,AZ,1978.0,85202.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
El Paso,,,31.858856,-106.45283,8625.0,124950.0,$62/sqft,TX,1957.0,79904.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Bakersfield,209500.0,2004.0,35.36249,-119.14289,0.25,330000.0,$174/sqft,CA,2004.0,93312.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Cincinnati,,,39.23837,-84.51689,,213991.0,$114/sqft,OH,,45231.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
North Las Vegas,110000.0,2011.0,36.272,-115.10656,4792.0,279500.0,$148/sqft,NV,2006.0,89081.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
New Orleans,,,29.969648,-90.065834,,215000.0,$109/sqft,LA,1920.0,70116.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.363804,-98.60775,,224645.0,$121/sqft,TX,,78242.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Pittsburgh,43000.0,2006.0,40.495323,-79.93523,2750.0,179900.0,$90/sqft,PA,1900.0,15215.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.807981,-95.386475,6199.0,689000.0,$336/sqft,TX,1920.0,77009.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Dallas,,,32.844963,-96.71008,8335.0,500000.0,$249/sqft,TX,1938.0,75218.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Grosse Pointe Farms,270000.0,2016.0,42.402885,-82.90574,4748.0,359000.0,$193/sqft,MI,1930.0,48236.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Oklahoma City,,,35.355038,-97.514114,6970.0,217900.0,$111/sqft,OK,2007.0,73170.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Las Vegas,301000.0,2007.0,36.105778,-115.10782,7405.0,295000.0,$144/sqft,NV,1976.0,89121.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Phoenix,339500.0,2019.0,33.529938,-112.04131,3258.0,489900.0,$254/sqft,AZ,1984.0,85016.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Orlando,115000.0,1999.0,28.5083,-81.228065,6059.0,265000.0,$143/sqft,FL,1993.0,32825.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,,,30.3777,-81.5131,0.27,438750.0,$234/sqft,FL,2019.0,32225.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Indianapolis,,,39.648262,-86.153336,0.31,185000.0,$96/sqft,IN,1965.0,46227.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.895012,-95.481995,6299.0,183000.0,$98/sqft,TX,1980.0,77088.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Arlington,,,32.795013,-97.078575,,367140.0,$196/sqft,TX,,76005.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Durham,150000.0,1999.0,36.102085,-78.90893,1.11,240000.0,$128/sqft,NC,1982.0,27712.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Orlando,99900.0,1998.0,28.38466,-81.39849,10868.0,288000.0,$146/sqft,FL,1990.0,32837.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Moore,125000.0,2009.0,35.352966,-97.469185,10019.0,165000.0,$89/sqft,OK,1976.0,73160.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Antioch,164500.0,2014.0,36.056633,-86.60647,5670.0,279900.0,$151/sqft,TN,2014.0,37013.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Toledo,95000.0,1994.0,41.70084,-83.64144,7400.0,174900.0,$87/sqft,OH,1965.0,43623.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.615562,-98.4474,,313990.0,$157/sqft,TX,,78259.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Blaine,,,45.2063,-93.1549,,422990.0,$222/sqft,MN,,55449.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Tampa,225000.0,2019.0,27.96728,-82.45786,8250.0,415000.0,$209/sqft,FL,1920.0,33602.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Louisville,118000.0,2016.0,38.165844,-85.8079,9583.0,180000.0,$92/sqft,KY,1973.0,40214.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.541613,-98.740974,4791.0,244000.0,$128/sqft,TX,2019.0,78254.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fort Worth,,,32.670574,-97.50656,,316490.0,$160/sqft,TX,,76126.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.577442,-98.36049,,292500.0,$144/sqft,TX,,78247.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Nashville,137400.0,2006.0,36.181767,-86.64745,0.37,270000.0,$137/sqft,TN,1961.0,37214.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fort Worth,,,32.76428,-97.19387,7405.0,210000.0,$113/sqft,TX,2005.0,76120.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Plano,,,33.011044,-96.624916,,449900.0,$223/sqft,TX,,75094.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Memphis,107000.0,2006.0,35.21217,-89.911255,0.29,139900.0,$72/sqft,TN,1965.0,38128.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Boise,,,43.550453,-116.29818,7492.0,374900.0,$189/sqft,ID,2016.0,83709.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
New Orleans,,,29.941183,-90.098595,,344900.0,$182/sqft,LA,,70125.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Memphis,,,35.14998,-90.00992,0.25,220000.0,$113/sqft,TN,1920.0,38112.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.597843,-95.211075,0.28,195000.0,$99/sqft,TX,1966.0,77089.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
San Antonio,,,29.541613,-98.740974,,267799.0,$136/sqft,TX,,78254.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
West Hills,601000.0,2019.0,34.19212,-118.643555,7510.0,779900.0,$401/sqft,CA,1959.0,91307.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fort Worth,,,32.7553,-97.41394,6600.0,424950.0,$210/sqft,TX,2019.0,76114.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Irving,,,32.79711,-96.97125,10150.0,253500.0,$132/sqft,TX,1963.0,75060.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.83008,-95.672516,3938.0,205000.0,$107/sqft,TX,2004.0,77084.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.66669,-95.48825,9361.0,469900.0,$233/sqft,TX,1962.0,77096.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fort Worth,,,32.89815,-97.18729,1054.0,750000.0,$390/sqft,TX,1949.0,76182.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,205000.0,2016.0,30.302803,-81.501564,8317.0,250000.0,$134/sqft,FL,2003.0,32246.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Oakland,630000.0,2015.0,37.803383,-122.23679,4400.0,875000.0,$466/sqft,CA,1947.0,94610.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fountain Hills,269500.0,2004.0,33.574963,-111.75531,6421.0,445000.0,$233/sqft,AZ,1999.0,85268.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Hoover,,,33.40072,-86.8419,0.39,280000.0,$141/sqft,AL,1965.0,35226.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Minneapolis,74000.0,2012.0,44.933205,-93.26712,5227.0,269900.0,$134/sqft,MN,1905.0,55407.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Fresno,405000.0,2005.0,36.855606,-119.74158,6240.0,339000.0,$182/sqft,CA,1996.0,93720.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Anchorage,,,61.15004,-149.83287,6331.0,359000.0,$176/sqft,AK,1998.0,99507.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Staten Island,,,40.61196,-74.14876,4000.0,949000.0,$465/sqft,NY,1965.0,10314.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Denver,168000.0,1993.0,39.75079,-104.99586,440.0,650000.0,$340/sqft,CO,1981.0,80202.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Highland Park,30000.0,2004.0,42.424812,-83.10347,4008.0,1000.0,$1/sqft,MI,1926.0,48203.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
El Paso,,,31.891525,-106.58604,5070.0,193950.0,$101/sqft,TX,2016.0,79932.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Garland,,,32.85835,-96.58217,7260.0,249900.0,$123/sqft,TX,1997.0,75043.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,,,30.257029,-81.8667,,220990.0,$118/sqft,FL,2019.0,32221.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Saint Paul,212000.0,2015.0,44.944435,-93.02369,7405.0,270000.0,$141/sqft,MN,1969.0,55119.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,,,30.46087,-81.75945,0.84,222990.0,$120/sqft,FL,2018.0,32219.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Indianapolis,,,39.78944,-86.20936,5314.0,65000.0,$32/sqft,IN,1938.0,46222.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Philadelphia,375000.0,2017.0,39.936386,-75.16408,960.0,460000.0,$237/sqft,PA,1915.0,19147.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Buffalo,256170.0,2017.0,42.950436,-78.836395,4140.0,279900.0,$139/sqft,NY,1935.0,14214.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Scottsdale,395000.0,2006.0,33.507824,-111.92259,1505.0,529888.0,$267/sqft,AZ,1974.0,85251.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Baton Rouge,,,30.36608,-91.13808,,249900.0,$131/sqft,LA,,70820.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Saint Paul,124900.0,2015.0,44.927162,-93.14238,4356.0,238900.0,$129/sqft,MN,1913.0,55102.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Columbus,50000.0,2001.0,39.949764,-82.95841,3485.0,147000.0,$73/sqft,OH,1925.0,43205.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Raleigh,260000.0,2011.0,35.808926,-78.62662,9148.0,549000.0,$272/sqft,NC,1950.0,27608.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Saint Paul,,,44.78563,-93.177826,0.35,334900.0,$179/sqft,MN,1984.0,55122.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Orlando,219900.0,2005.0,28.492369,-81.381935,0.28,335000.0,$179/sqft,FL,1971.0,32839.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Spokane Valley,,,47.688576,-117.258064,0.47,275000.0,$139/sqft,WA,1948.0,99206.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Coon Rapids,227000.0,2007.0,45.190002,-93.36748,10400.0,263900.0,$132/sqft,MN,1990.0,55433.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Charlotte,129500.0,2015.0,35.18772,-80.72278,0.26,195000.0,$100/sqft,NC,1979.0,28227.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Richmond,,,37.481194,-77.60392,,358950.0,$177/sqft,VA,2019.0,23236.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,154000.0,2015.0,30.236395,-81.614136,0.25,259900.0,$129/sqft,FL,1955.0,32217.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Pittsburgh,,,40.425713,-79.9155,3960.0,269900.0,$139/sqft,PA,1920.0,15217.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Miami,,,25.703558,-80.28204,9375.0,720000.0,$381/sqft,FL,1939.0,33143.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
New Orleans,,,29.999296,-90.106674,4270.0,459000.0,$226/sqft,LA,1997.0,70124.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.767221,-95.63173,6321.0,290000.0,$148/sqft,TX,1977.0,77077.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Miami,,,25.731125,-80.333084,0.44,550000.0,$286/sqft,FL,1949.0,33155.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Miami Beach,,,25.80766,-80.12933,0.34,1399000.0,$702/sqft,FL,1920.0,33140.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Louisville,,,38.13889,-85.62364,0.37,175000.0,$89/sqft,KY,1957.0,40228.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Chicago,,,41.919716,-87.68956,2310.0,750000.0,,IL,1893.0,60647.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.71173,-95.35435,6843.0,280000.0,$146/sqft,TX,1950.0,77004.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Phoenix,,,33.39003,-112.024796,,346990.0,$179/sqft,AZ,,85042.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Jacksonville,67900.0,1999.0,30.397177,-81.437,1.03,379900.0,$190/sqft,FL,2018.0,32226.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Homewood,425000.0,2005.0,33.478237,-86.804474,9075.0,479000.0,$251/sqft,AL,1930.0,35209.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Denver,630000.0,2015.0,39.7105,-104.967155,4680.0,870000.0,$454/sqft,CO,1913.0,80209.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Houston,,,29.672422,-95.49531,8281.0,349900.0,$174/sqft,TX,1964.0,77096.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
Corpus Christi,,,27.851227,-97.58819,1.0,310000.0,$156/sqft,TX,1959.0,78410.0,no,1950.0,no,1,3,0,no,yes,no,0,no,2240000,1
